Date,Capital Group New Perspective,MSCI World Index
1-Sep-20,1.7212,1.370067399
2-Sep-20,1.7414,1.373948851
3-Sep-20,1.7001,1.381695245
4-Sep-20,1.6741,1.363919755
8-Sep-20,1.6403,1.353260705
9-Sep-20,1.6634,1.361911517
10-Sep-20,1.655,1.367580082
11-Sep-20,1.65,1.384119064
14-Sep-20,1.6758,1.369964488
15-Sep-20,1.6932,1.380223201
16-Sep-20,1.6876,1.376179347
17-Sep-20,1.6652,1.382011352
18-Sep-20,1.6637,1.383733621
21-Sep-20,1.6594,1.382750257
22-Sep-20,1.6754,1.404744757
23-Sep-20,1.6684,1.39786731
24-Sep-20,1.6684,1.40089578
25-Sep-20,1.6942,1.386465071
28-Sep-20,1.7137,1.381623244
29-Sep-20,1.7024,1.391676205
30-Sep-20,1.6996,1.383424123
1-Oct-20,1.7121,1.404589255
2-Oct-20,1.6952,1.413401284
6-Oct-20,1.7188,1.409533331
7-Oct-20,1.7377,1.403775059
8-Oct-20,1.7433,1.366222889
9-Oct-20,1.746,1.379832684
12-Oct-20,1.7739,1.380792404
13-Oct-20,1.7843,1.404529988
14-Oct-20,1.778,1.393798692
15-Oct-20,1.7716,1.400279349
16-Oct-20,1.7772,1.397483814
19-Oct-20,1.768,1.396685719
20-Oct-20,1.7735,1.395339689
21-Oct-20,1.7532,1.379310349
22-Oct-20,1.7531,1.39089887
23-Oct-20,1.7538,1.376404048
26-Oct-20,1.7305,1.384149094
27-Oct-20,1.7291,1.391167824
28-Oct-20,1.6976,1.390034775
29-Oct-20,1.708,1.399262776
30-Oct-20,1.6814,1.394594795
2-Nov-20,1.6896,1.404626992
3-Nov-20,1.7008,1.397858272
4-Nov-20,1.7406,1.402369525
5-Nov-20,1.7588,1.397798841
6-Nov-20,1.7636,1.406579306
9-Nov-20,1.7677,1.399572435
10-Nov-20,1.7551,1.410481183
11-Nov-20,1.7732,1.414782087
12-Nov-20,1.7725,1.413644298
13-Nov-20,1.7738,1.41809953
16-Nov-20,1.78,1.422659315
17-Nov-20,1.789,1.412677113
18-Nov-20,1.789,1.410440672
19-Nov-20,1.7959,1.404505576
20-Nov-20,1.7903,1.400836282
23-Nov-20,1.8049,1.402809076
24-Nov-20,1.8097,1.395933963
25-Nov-20,1.816,1.403981933
27-Nov-20,1.8278,1.402018812
30-Nov-20,1.8234,1.39665229
1-Dec-20,1.8437,1.414805654
2-Dec-20,1.8338,1.41360808
3-Dec-20,1.8345,1.412150984
4-Dec-20,1.8498,1.413688943
7-Dec-20,1.8623,1.417871191
8-Dec-20,1.872,1.422679142
9-Dec-20,1.8405,1.421317502
10-Dec-20,1.8264,1.433747608
11-Dec-20,1.8194,1.432893129
14-Dec-20,1.8277,1.430569448
15-Dec-20,1.8304,1.430139433
16-Dec-20,1.836,1.428029718
17-Dec-20,1.8457,1.425850469
18-Dec-20,1.8506,1.434077676
21-Dec-20,1.8406,1.436575474
22-Dec-20,1.8532,1.444327057
23-Dec-20,1.8447,1.446417006
29-Dec-20,1.8619,1.449034192
30-Dec-20,1.8556,1.446594984
31-Dec-20,1.8485,1.436612818
4-Jan-21,1.8588,1.429579284
5-Jan-21,1.844,1.436674267
6-Jan-21,1.8405,1.455288286
7-Jan-21,1.8796,1.431496019
8-Jan-21,1.9104,1.427529231
11-Jan-21,1.8983,1.426087113
12-Jan-21,1.8913,1.410301241
13-Jan-21,1.9024,1.421558659
14-Jan-21,1.8926,1.408410797
15-Jan-21,1.8876,1.410204514
19-Jan-21,1.914,1.419767551
20-Jan-21,1.9231,1.423507681
21-Jan-21,1.9244,1.417701326
22-Jan-21,1.9272,1.415520489
25-Jan-21,1.9277,1.406279122
27-Jan-21,1.8849,1.403671822
28-Jan-21,1.8863,1.413841321
29-Jan-21,1.861,1.407534741
1-Feb-21,1.9064,1.416895585
2-Feb-21,1.9469,1.429449072
3-Feb-21,1.9398,1.441686992
4-Feb-21,1.9531,1.429298789
5-Feb-21,1.9516,1.425536482
8-Feb-21,1.9571,1.428823109
9-Feb-21,1.9528,1.424193412
10-Feb-21,1.9458,1.437626627
11-Feb-21,1.9464,1.43279363
12-Feb-21,1.9569,1.447523477
16-Feb-21,1.9616,1.45223414
17-Feb-21,1.9552,1.450870655
18-Feb-21,1.9384,1.465297926
19-Feb-21,1.9153,1.465997519
22-Feb-21,1.8745,1.459491723
23-Feb-21,1.8689,1.467153966
24-Feb-21,1.8695,1.468314939
25-Feb-21,1.8527,1.457859528
26-Feb-21,1.8729,1.465047734
1-Mar-21,1.898,1.453369341
2-Mar-21,1.8699,1.456651066
3-Mar-21,1.8538,1.4615811
4-Mar-21,1.8293,1.442447083
5-Mar-21,1.839,1.435992334
8-Mar-21,1.8277,1.414778551
9-Mar-21,1.8626,1.428713927
10-Mar-21,1.8626,1.41524547
11-Mar-21,1.8863,1.425397133
12-Mar-21,1.8848,1.427546578
15-Mar-21,1.8959,1.448880488
16-Mar-21,1.8951,1.453557811
17-Mar-21,1.8895,1.455239162
18-Mar-21,1.8685,1.465144266
19-Mar-21,1.8698,1.469913564
22-Mar-21,1.8781,1.479598312
23-Mar-21,1.8927,1.472147362
24-Mar-21,1.8773,1.482433976
25-Mar-21,1.8814,1.48479269
26-Mar-21,1.8912,1.486468227
29-Mar-21,1.8889,1.477185922
30-Mar-21,1.9015,1.485918499
31-Mar-21,1.914,1.477992132
1-Apr-21,1.9339,1.484693123
6-Apr-21,1.9533,1.492073721
7-Apr-21,1.9581,1.491942071
8-Apr-21,1.9664,1.490632541
9-Apr-21,1.9762,1.490040036
12-Apr-21,1.9732,1.486978631
13-Apr-21,1.9879,1.498775907
14-Apr-21,1.9598,1.497127573
15-Apr-21,1.9745,1.491324305
16-Apr-21,1.9863,1.500029773
19-Apr-21,1.9666,1.497123877
20-Apr-21,1.9553,1.503588748
21-Apr-21,1.963,1.491892654
22-Apr-21,1.9706,1.48490726
23-Apr-21,1.9783,1.479780467
26-Apr-21,1.9774,1.478641843
27-Apr-21,1.9795,1.487520002
28-Apr-21,1.9759,1.48838254
29-Apr-21,1.9801,1.488934502
30-Apr-21,1.9842,1.486650104
3-May-21,1.9645,1.485474072
4-May-21,1.9525,1.489938565
5-May-21,1.9497,1.484628534
6-May-21,1.9482,1.485854157
7-May-21,1.9545,1.48594113
10-May-21,1.9284,1.496724993
11-May-21,1.9116,1.492156461
12-May-21,1.9031,1.484412959
14-May-21,1.9275,1.48180938
17-May-21,1.9267,1.48180938
18-May-21,1.9231,1.478766726
19-May-21,1.9273,1.478012637
20-May-21,1.9447,1.478225357
21-May-21,1.9538,1.494078131
25-May-21,1.9752,1.496799281
26-May-21,1.9794,1.499824132
27-May-21,1.9863,1.497010691
28-May-21,2.0038,1.497456741
1-Jun-21,1.9931,1.492690257
2-Jun-21,1.9923,1.493008486
3-Jun-21,1.9986,1.494665447
4-Jun-21,1.9971,1.499508883
7-Jun-21,1.9956,1.504706701
8-Jun-21,1.9997,1.50334771
9-Jun-21,1.9996,1.505509579
10-Jun-21,2.008,1.507959006
11-Jun-21,2.0226,1.501673911
15-Jun-21,2.0287,1.487700566
16-Jun-21,2.0392,1.495869666
17-Jun-21,2.0608,1.477440945
18-Jun-21,2.0579,1.498354584
21-Jun-21,2.0564,1.516128943
22-Jun-21,2.0647,1.513514628
24-Jun-21,2.0765,1.522974124
25-Jun-21,2.0772,1.52081972
28-Jun-21,2.0903,1.522113174
29-Jun-21,2.1056,1.521120964
30-Jun-21,2.0986,1.520847001
1-Jul-21,2.0691,1.51954326
2-Jul-21,2.0628,1.525132022
6-Jul-21,2.0674,1.524844723
7-Jul-21,2.0716,1.52540106
8-Jul-21,2.0673,1.525922026
9-Jul-21,2.0701,1.520771075
12-Jul-21,2.0859,1.506564136
13-Jul-21,2.09,1.494804382
14-Jul-21,2.0782,1.494631632
15-Jul-21,2.0822,1.498025397
16-Jul-21,2.0767,1.478163255
19-Jul-21,2.0635,1.493579303
20-Jul-21,2.0861,1.508832339
21-Jul-21,2.0991,1.499652912
22-Jul-21,2.1038,1.491771781
23-Jul-21,2.1264,1.478550364
26-Jul-21,2.1194,1.504994762
27-Jul-21,2.109,1.501979119
28-Jul-21,2.1227,1.512942958
29-Jul-21,2.1281,1.515561256
30-Jul-21,2.1274,1.519603238
2-Aug-21,2.1327,1.522332621
3-Aug-21,2.1299,1.530019884
4-Aug-21,2.1402,1.528345514
5-Aug-21,2.1456,1.534769663
6-Aug-21,2.1511,1.515030821
9-Aug-21,2.1598,1.519155305
10-Aug-21,2.1522,1.523597929
11-Aug-21,2.1453,1.524551246
12-Aug-21,2.1603,1.524790402
13-Aug-21,2.1541,1.534496133
16-Aug-21,2.1546,1.541390661
17-Aug-21,2.1642,1.539817135
18-Aug-21,2.1614,1.541469194
19-Aug-21,2.1716,1.541582934
20-Aug-21,2.1839,1.553508495
23-Aug-21,2.1913,1.554107389
24-Aug-21,2.1906,1.559292074
25-Aug-21,2.1912,1.558728379
26-Aug-21,2.1904,1.562404353
27-Aug-21,2.189,1.56834603
30-Aug-21,2.2088,1.574533184
31-Aug-21,2.2039,1.574342989
1-Sep-21,2.1997,1.577710541
2-Sep-21,2.1928,1.563828754
3-Sep-21,2.1804,1.569085597
7-Sep-21,2.2069,1.575364745
8-Sep-21,2.1986,1.56811083
9-Sep-21,2.1938,1.560936439
10-Sep-21,2.191,1.566704254
13-Sep-21,2.1846,1.566322247
14-Sep-21,2.1983,1.574306152
15-Sep-21,2.1975,1.566915914
16-Sep-21,2.2071,1.570337504
17-Sep-21,2.1988,1.571132326
20-Sep-21,2.1643,1.575004574
21-Sep-21,2.1842,1.572112861
22-Sep-21,2.1951,1.57070198
23-Sep-21,2.1991,1.569156855
24-Sep-21,2.2094,1.566677102
27-Sep-21,2.1866,1.57146704
28-Sep-21,2.1467,1.570831791
29-Sep-21,2.1604,1.561687659
30-Sep-21,2.1348,1.554755104
1-Oct-21,2.1318,1.547804427
5-Oct-21,2.1158,1.555599476
6-Oct-21,2.1164,1.566583231
7-Oct-21,2.1315,1.565455959
8-Oct-21,2.1225,1.559996345
11-Oct-21,2.1024,1.560098089
12-Oct-21,2.0989,1.567719559
13-Oct-21,2.1092,1.572297151
14-Oct-21,2.1284,1.578655074
15-Oct-21,2.1482,1.57756981
18-Oct-21,2.1563,1.580729557
19-Oct-21,2.1535,1.579820546
20-Oct-21,2.1411,1.588067341
21-Oct-21,2.1623,1.582860211
22-Oct-21,2.1629,1.582273872
25-Oct-21,2.1758,1.585019192
26-Oct-21,2.1751,1.590817831
27-Oct-21,2.1654,1.590907659
28-Oct-21,2.1832,1.589145154
29-Oct-21,2.1907,1.590659044
2-Nov-21,2.2316,1.591188384
3-Nov-21,2.2405,1.593244397
4-Nov-21,2.2693,1.600309687
5-Nov-21,2.2747,1.600235502
8-Nov-21,2.2642,1.604508429
9-Nov-21,2.2553,1.598102721
10-Nov-21,2.2504,1.612349251
11-Nov-21,2.2641,1.609554304
12-Nov-21,2.2668,1.613371499
15-Nov-21,2.2645,1.620823523
16-Nov-21,2.2919,1.610433106
17-Nov-21,2.2974,1.617413329
18-Nov-21,2.2973,1.617426693
19-Nov-21,2.3082,1.621745255
22-Nov-21,2.2902,1.629071424
23-Nov-21,2.2682,1.6276182
24-Nov-21,2.2811,1.635146731
26-Nov-21,2.2543,1.639510963
29-Nov-21,2.2822,1.635355522
30-Nov-21,2.2533,1.636982891
1-Dec-21,2.2478,1.64251064
2-Dec-21,2.2553,1.640191607
3-Dec-21,2.2463,1.642915794
6-Dec-21,2.2441,1.646601402
7-Dec-21,2.2804,1.647009914
8-Dec-21,2.2735,1.645582005
9-Dec-21,2.2535,1.645739775
10-Dec-21,2.2521,1.64356548
13-Dec-21,2.2402,1.637122934
14-Dec-21,2.2244,1.649656197
15-Dec-21,2.2291,1.656618915
16-Dec-21,2.2139,1.65416519
17-Dec-21,2.2153,1.665915903
20-Dec-21,2.1904,1.664593113
21-Dec-21,2.2219,1.661859998
22-Dec-21,2.2356,1.668061939
23-Dec-21,2.2506,1.666046327
29-Dec-21,2.2688,1.666146356
30-Dec-21,2.2674,1.665309133
31-Dec-21,2.2532,1.67017839
4-Jan-22,2.2743,1.667612428
5-Jan-22,2.2337,1.668314927
6-Jan-22,2.235,1.675052768
7-Jan-22,2.2123,1.677523825
10-Jan-22,2.2019,1.676810515
11-Jan-22,2.2148,1.676107776
12-Jan-22,2.2134,1.682466072
13-Jan-22,2.177,1.68085323
14-Jan-22,2.1879,1.68516167
18-Jan-22,2.1595,1.688966176
19-Jan-22,2.1361,1.684648686
20-Jan-22,2.1292,1.691038306
21-Jan-22,2.0914,1.700824768
24-Jan-22,2.0803,1.700936933
25-Jan-22,2.0459,1.694582054
27-Jan-22,2.0547,1.696360615
28-Jan-22,2.0931,1.693923984
31-Jan-22,2.13,1.694610761
1-Feb-22,2.1354,1.698333571
2-Feb-22,2.1388,1.695290316
